Date,Away,Home,Algo proj,Away proj,Home proj,Away odds,Home odds,Diff away,Diff home,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won
7-23-2012,kansas-city-royals,los-angeles-angels,-55.97%,127,-127,181,-212,54,85,$100,$181.0,$0,,,,,,,$100,$181.0,$0
7-23-2012,milwaukee-brewers,philadelphia-phillies,50.14%,-101,101,120,-138,21,39,$100,$120.0,$0,$100,$120.0,$0,$100,$120.0,$0,,,
7-23-2012,washington-nationals,new-york-mets,54.56%,-120,120,-140,122,20,2,$100,$122.0,$0,,,,,,,,,
7-23-2012,new-york-yankees,seattle-mariners,57.47%,-135,135,-172,150,37,15,$100,$150.0,$0,,,,,,,,,
7-23-2012,san-diego-padres,san-francisco-giants,-57.4%,135,-135,142,-163,7,28,$100,$142.0,$0,,,,,,,,,
,,,,,,,,,,$1000,$-825.9259259259259,-82.59259259259258%,$500,$-325.9259259259259,-65.18518518518518%,$300,$-300,-100.0%,$200,$-200,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-24-2012,colorado-rockies,arizona-diamondbacks,-57.51%,135,-135,170,-192,35,57,$100,$170.0,$0,,,,,,,,,
7-24-2012,atlanta-braves,miami-marlins,55.69%,-126,126,-114,-101,12,27,$100,$87.71929824561404,$187.71929824561403,$100,$87.71929824561404,$187.71929824561403,,,,,,
7-24-2012,tampa-bay-rays,baltimore-orioles,50.18%,-101,101,122,-140,23,41,$100,$122.0,$222.0,$100,$122.0,$222.0,$100,$122.0,$222.0,,,
7-24-2012,boston-red-sox,texas-rangers,-54.81%,121,-121,100,-114,21,7,$100,$87.71929824561404,$0,$100,$87.71929824561404,$0,,,,,,
7-24-2012,chicago-cubs,pittsburgh-pirates,-60.36%,152,-152,152,-178,0,26,,,,,,,,,,,,
7-24-2012,minnesota-twins,chicago-white-sox,-58.21%,139,-139,160,-185,21,46,$100,$160.0,$0,,,,,,,,,
7-24-2012,cincinnati-reds,houston-astros,60.29%,-152,152,-138,121,14,31,$100,$72.46376811594203,$172.46376811594203,$100,$72.46376811594203,$172.46376811594203,,,,,,
7-24-2012,detroit-tigers,cleveland-indians,55.12%,-123,123,-128,110,5,13,,,,,,,,,,,,
7-24-2012,kansas-city-royals,los-angeles-angels,-56.34%,129,-129,161,-188,32,59,$100,$161.0,$261.0,,,,,,,,,
7-24-2012,milwaukee-brewers,philadelphia-phillies,-52.14%,109,-109,120,-138,11,29,$100,$120.0,$0,,,,,,,,,
7-24-2012,washington-nationals,new-york-mets,55.21%,-123,123,-185,158,62,35,$100,$158.0,$0,,,,,,,,,
7-24-2012,new-york-yankees,seattle-mariners,57.81%,-137,137,106,-125,43,62,$100,$106.0,$0,$100,$106.0,$0,$100,$106.0,$0,,,
7-24-2012,oakland-athletics,toronto-blue-jays,52.66%,-111,111,110,-126,21,37,$100,$110.00000000000001,$210.0,$100,$110.00000000000001,$210.0,$100,$110.00000000000001,$210.0,,,
7-24-2012,san-diego-padres,san-francisco-giants,-58.12%,139,-139,158,-181,19,42,$100,$158.0,$0,,,,,,,,,
,,,,,,,,,,$1200,$-146.81693363844397,-12.23474446987033%,$600,$192.18306636155603,32.030511060259336%,$300,$132.0,44.0%,$0,$0,0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-25-2012,colorado-rockies,arizona-diamondbacks,-58.11%,139,-139,171,-196,32,57,$100,$171.0,$271.0,,,,,,,,,
7-25-2012,atlanta-braves,miami-marlins,55.94%,-127,127,-121,104,6,23,$100,$82.64462809917356,$182.64462809917356,$100,$82.64462809917356,$182.64462809917356,,,,,,
7-25-2012,tampa-bay-rays,baltimore-orioles,50.6%,-102,102,-142,123,40,21,$100,$123.0,$0,,,,,,,,,
7-25-2012,boston-red-sox,texas-rangers,-54.51%,120,-120,118,-135,2,15,,,,,,,,,,,,
7-25-2012,chicago-cubs,pittsburgh-pirates,-59.83%,149,-149,117,-135,32,14,$100,$74.07407407407408,$174.07407407407408,$100,$74.07407407407408,$174.07407407407408,,,,,,
7-25-2012,minnesota-twins,chicago-white-sox,-59.15%,145,-145,179,-208,34,63,$100,$179.0,$0,,,,,,,,,
7-25-2012,cincinnati-reds,houston-astros,60.49%,-153,153,-163,141,10,12,,,,,,,,,,,,
7-25-2012,detroit-tigers,cleveland-indians,53.92%,-117,117,-135,117,18,0,,,,,,,,,,,,
7-25-2012,kansas-city-royals,los-angeles-angels,-55.86%,127,-127,184,-217,57,90,$100,$184.0,$0,,,,,,,$100,$184.0,$0
7-25-2012,milwaukee-brewers,philadelphia-phillies,-53.02%,113,-113,120,-138,7,25,$100,$120.0,$0,,,,,,,,,
7-25-2012,washington-nationals,new-york-mets,55.61%,-125,125,-185,158,60,33,$100,$158.0,$0,,,,,,,,,
7-25-2012,new-york-yankees,seattle-mariners,57.47%,-135,135,-172,148,37,13,$100,$148.0,$0,,,,,,,,,
7-25-2012,oakland-athletics,toronto-blue-jays,53.41%,-115,115,112,-129,27,44,$100,$112.00000000000001,$212.0,$100,$112.00000000000001,$212.0,$100,$112.00000000000001,$212.0,,,
7-25-2012,san-diego-padres,san-francisco-giants,-58.5%,141,-141,152,-175,11,34,$100,$152.0,$252.0,,,,,,,,,
,,,,,,,,,,$1100,$-8.28129782675228,-0.75284525697748%,$300,$268.7187021732476,89.57290072441587%,$100,$112.0,112.00000000000001%,$100,$-100,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-26-2012,new-york-mets,arizona-diamondbacks,-57.03%,133,-133,163,-188,30,55,$100,$163.0,$263.0,,,,,,,,,
7-26-2012,tampa-bay-rays,baltimore-orioles,50.96%,-104,104,-116,-101,12,5,,,,,,,,,,,,
7-26-2012,detroit-tigers,cleveland-indians,54.51%,-120,120,-169,148,49,28,$100,$148.0,$248.0,,,,,,,,,
7-26-2012,pittsburgh-pirates,houston-astros,59.5%,-147,147,-166,143,19,4,,,,,,,,,,,,
7-26-2012,kansas-city-royals,seattle-mariners,50.27%,-101,101,-102,-114,1,15,,,,,,,,,,,,
7-26-2012,washington-nationals,milwaukee-brewers,57.33%,-134,134,127,-147,61,81,$100,$127.0,$227.0,$100,$127.0,$227.0,$100,$127.0,$227.0,$100,$127.0,$227.0
7-26-2012,oakland-athletics,toronto-blue-jays,54.68%,-121,121,-109,-106,12,27,$100,$91.74311926605503,$0,$100,$91.74311926605503,$0,,,,,,
,,,,,,,,,,$400,$338.0,84.5%,$200,$27.0,13.5%,$100,$127.0,127.0%,$100,$127.0,127.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-27-2012,new-york-mets,arizona-diamondbacks,-54.23%,118,-118,122,-140,4,22,$100,$122.0,$0,,,,,,,,,
7-27-2012,philadelphia-phillies,atlanta-braves,-54.59%,120,-120,-114,-102,34,18,$100,$98.0392156862745,$198.0392156862745,$100,$98.0392156862745,$198.0392156862745,,,,,,
7-27-2012,oakland-athletics,baltimore-orioles,54.86%,-122,122,-104,-111,18,33,$100,$96.15384615384615,$196.15384615384613,$100,$96.15384615384615,$196.15384615384613,,,,,,
7-27-2012,boston-red-sox,new-york-yankees,-54.73%,121,-121,152,-178,31,57,$100,$152.0,$0,,,,,,,,,
7-27-2012,chicago-white-sox,texas-rangers,-54.16%,118,-118,127,-144,9,26,$100,$127.0,$227.0,,,,,,,,,
7-27-2012,cincinnati-reds,colorado-rockies,59.74%,-148,148,-121,106,27,42,$100,$82.64462809917356,$182.64462809917356,$100,$82.64462809917356,$182.64462809917356,,,,,,
7-27-2012,cleveland-indians,minnesota-twins,55.32%,-124,124,120,-138,44,62,$100,$120.0,$0,$100,$120.0,$0,$100,$120.0,$0,,,
7-27-2012,detroit-tigers,toronto-blue-jays,52.4%,-110,110,100,-117,10,27,$100,$100.0,$0,$100,$100.0,$0,$100,$100.0,$0,,,
7-27-2012,pittsburgh-pirates,houston-astros,59.73%,-148,148,-158,138,10,10,,,,,,,,,,,,
7-27-2012,kansas-city-royals,seattle-mariners,-52.92%,112,-112,102,-119,10,7,,,,,,,,,,,,
7-27-2012,tampa-bay-rays,los-angeles-angels,-53.39%,115,-115,147,-169,32,54,$100,$147.0,$0,,,,,,,,,
7-27-2012,los-angeles-dodgers,san-francisco-giants,-54.12%,118,-118,154,-172,36,54,$100,$154.0,$254.0,,,,,,,,,
7-27-2012,san-diego-padres,miami-marlins,50.13%,-101,101,127,-147,28,48,$100,$127.0,$227.0,$100,$127.0,$227.0,$100,$127.0,$227.0,,,
7-27-2012,washington-nationals,milwaukee-brewers,57.87%,-137,137,114,-133,51,70,$100,$113.99999999999999,$0,$100,$113.99999999999999,$0,$100,$113.99999999999999,$0,$100,$113.99999999999999,$0
,,,,,,,,,,$1200,$84.83768993929425,7.069807494941188%,$700,$103.83768993929425,14.833955705613464%,$400,$-173.0,-43.25%,$100,$-100,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-28-2012,new-york-mets,arizona-diamondbacks,-58.05%,138,-138,162,-185,24,47,$100,$162.0,$0,,,,,,,,,
7-28-2012,philadelphia-phillies,atlanta-braves,-55.2%,123,-123,112,-129,11,6,,,,,,,,,,,,
7-28-2012,oakland-athletics,baltimore-orioles,56.16%,-128,128,-106,-111,22,39,$100,$94.33962264150944,$194.33962264150944,$100,$94.33962264150944,$194.33962264150944,,,,,,
7-28-2012,boston-red-sox,new-york-yankees,-56.94%,132,-132,154,-178,22,46,$100,$154.0,$254.0,,,,,,,,,
7-28-2012,chicago-white-sox,texas-rangers,-52.96%,113,-113,166,-192,53,79,$100,$166.0,$266.0,,,,,,,$100,$166.0,$266.0
7-28-2012,cincinnati-reds,colorado-rockies,60.01%,-150,150,-153,134,3,16,,,,,,,,,,,,
7-28-2012,cleveland-indians,minnesota-twins,54.13%,-118,118,-128,110,10,8,,,,,,,,,,,,
7-28-2012,detroit-tigers,toronto-blue-jays,51.92%,-108,108,-140,122,32,14,$100,$122.0,$222.0,,,,,,,,,
7-28-2012,pittsburgh-pirates,houston-astros,60.47%,-153,153,-178,152,25,1,,,,,,,,,,,,
7-28-2012,kansas-city-royals,seattle-mariners,-53.39%,115,-115,-104,-112,19,3,$100,$89.28571428571428,$189.28571428571428,$100,$89.28571428571428,$189.28571428571428,,,,,,
7-28-2012,tampa-bay-rays,los-angeles-angels,-54.81%,121,-121,145,-169,24,48,$100,$145.0,$245.0,,,,,,,,,
7-28-2012,los-angeles-dodgers,san-francisco-giants,-53.41%,115,-115,-112,-104,27,11,$100,$96.15384615384615,$0,$100,$96.15384615384615,$0,,,,,,
7-28-2012,san-diego-padres,miami-marlins,54.4%,-119,119,122,-140,41,59,$100,$122.0,$0,$100,$122.0,$0,$100,$122.0,$0,,,
7-28-2012,washington-nationals,milwaukee-brewers,57.27%,-134,134,-138,121,4,13,,,,,,,,,,,,
,,,,,,,,,,$900,$470.62533692722377,52.29170410302486%,$400,$-16.374663072776286,-4.093665768194072%,$100,$-100,-100.0%,$100,$166.0,166.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-29-2012,new-york-mets,arizona-diamondbacks,-59.12%,145,-145,-104,-112,49,33,$100,$89.28571428571428,$0,$100,$89.28571428571428,$0,,,,,,
7-29-2012,philadelphia-phillies,atlanta-braves,-55.46%,125,-125,-105,-111,30,14,$100,$90.09009009009009,$190.0900900900901,$100,$90.09009009009009,$190.0900900900901,,,,,,
7-29-2012,oakland-athletics,baltimore-orioles,58.83%,-143,143,108,-125,51,68,$100,$108.0,$0,$100,$108.0,$0,$100,$108.0,$0,$100,$108.0,$0
7-29-2012,boston-red-sox,new-york-yankees,-55.63%,125,-125,148,-169,23,44,$100,$148.0,$248.0,,,,,,,,,
7-29-2012,chicago-white-sox,texas-rangers,50.01%,-100,100,135,-156,35,56,$100,$135.0,$0,$100,$135.0,$0,$100,$135.0,$0,,,
7-29-2012,cincinnati-reds,colorado-rockies,60.22%,-151,151,-169,146,18,5,,,,,,,,,,,,
7-29-2012,cleveland-indians,minnesota-twins,50.86%,-104,104,100,-112,4,16,$100,$100.0,$0,$100,$100.0,$0,$100,$100.0,$0,,,
7-29-2012,detroit-tigers,toronto-blue-jays,-50.2%,101,-101,-144,125,45,26,$100,$125.0,$0,$100,$125.0,$0,$100,$125.0,$0,,,
7-29-2012,pittsburgh-pirates,houston-astros,60.63%,-154,154,-140,122,14,32,$100,$71.42857142857143,$0,$100,$71.42857142857143,$0,,,,,,
7-29-2012,kansas-city-royals,seattle-mariners,-54.59%,120,-120,172,-200,52,80,$100,$172.0,$0,,,,,,,$100,$172.0,$0
7-29-2012,tampa-bay-rays,los-angeles-angels,-52.98%,113,-113,156,-181,43,68,$100,$156.0,$256.0,,,,,,,,,
7-29-2012,los-angeles-dodgers,san-francisco-giants,-50.89%,104,-104,-117,100,21,4,$100,$100.0,$0,$100,$100.0,$0,$100,$100.0,$0,,,
7-29-2012,san-diego-padres,miami-marlins,50.64%,-103,103,147,-172,50,75,$100,$147.0,$0,$100,$147.0,$0,$100,$147.0,$0,$100,$147.0,$0
7-29-2012,washington-nationals,milwaukee-brewers,57.62%,-136,136,-153,133,17,3,,,,,,,,,,,,
,,,,,,,,,,$1200,$-505.90990990990986,-42.15915915915915%,$900,$-709.9099099099099,-78.87887887887888%,$600,$-600,-100.0%,$300,$-300,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-30-2012,arizona-diamondbacks,los-angeles-dodgers,-54.48%,120,-120,106,-123,14,3,,,,,,,,,,,,
7-30-2012,miami-marlins,atlanta-braves,-57.09%,133,-133,137,-158,4,25,$100,$137.0,$0,,,,,,,,,
7-30-2012,baltimore-orioles,new-york-yankees,-56.84%,132,-132,150,-175,18,43,$100,$150.0,$250.0,,,,,,,,,
7-30-2012,detroit-tigers,boston-red-sox,52.79%,-112,112,100,-117,12,29,$100,$100.0,$0,$100,$100.0,$0,$100,$100.0,$0,,,
7-30-2012,pittsburgh-pirates,chicago-cubs,57.62%,-136,136,-128,110,8,26,$100,$78.125,$0,$100,$78.125,$0,,,,,,
7-30-2012,chicago-white-sox,minnesota-twins,58.44%,-141,141,-131,112,10,29,$100,$76.33587786259541,$0,$100,$76.33587786259541,$0,,,,,,
7-30-2012,san-diego-padres,cincinnati-reds,-58.86%,143,-143,131,-151,12,8,,,,,,,,,,,,
7-30-2012,houston-astros,milwaukee-brewers,-59.09%,144,-144,154,-178,10,34,$100,$154.0,$0,,,,,,,,,
7-30-2012,los-angeles-angels,texas-rangers,-53.66%,116,-116,135,-156,19,40,$100,$135.0,$235.0,,,,,,,,,
7-30-2012,new-york-mets,san-francisco-giants,-54.72%,121,-121,168,-196,47,75,$100,$168.0,$268.0,,,,,,,$100,$168.0,$268.0
7-30-2012,tampa-bay-rays,oakland-athletics,-52.96%,113,-113,-133,116,46,29,$100,$115.99999999999999,$216.0,$100,$115.99999999999999,$216.0,$100,$115.99999999999999,$216.0,,,
7-30-2012,toronto-blue-jays,seattle-mariners,-50.31%,101,-101,-107,-108,8,7,,,,,,,,,,,,
,,,,,,,,,,$900,$69.0,7.666666666666666%,$400,$-184.0,-46.0%,$200,$16.0,8.0%,$100,$168.0,168.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-31-2012,arizona-diamondbacks,los-angeles-dodgers,-53.79%,116,-116,104,-120,12,4,,,,,,,,,,,,
7-31-2012,miami-marlins,atlanta-braves,-58.47%,141,-141,152,-178,11,37,$100,$152.0,$0,,,,,,,,,
7-31-2012,baltimore-orioles,new-york-yankees,-56.51%,130,-130,154,-178,24,48,$100,$154.0,$254.0,,,,,,,,,
7-31-2012,detroit-tigers,boston-red-sox,-52.39%,110,-110,-135,117,45,27,$100,$117.0,$217.0,$100,$117.0,$217.0,$100,$117.0,$217.0,,,
7-31-2012,pittsburgh-pirates,chicago-cubs,56.7%,-131,131,-129,114,2,17,$100,$77.51937984496124,$177.51937984496124,$100,$77.51937984496124,$177.51937984496124,,,,,,
7-31-2012,chicago-white-sox,minnesota-twins,58.17%,-139,139,-151,129,12,10,,,,,,,,,,,,
7-31-2012,san-diego-padres,cincinnati-reds,-58.3%,140,-140,150,-175,10,35,$100,$150.0,$0,,,,,,,,,
7-31-2012,cleveland-indians,kansas-city-royals,53.47%,-115,115,106,-123,21,38,$100,$106.0,$0,$100,$106.0,$0,$100,$106.0,$0,,,
7-31-2012,houston-astros,milwaukee-brewers,-59.37%,146,-146,218,-256,72,110,$100,$218.00000000000003,$0,,,,,,,$100,$218.00000000000003,$0
7-31-2012,los-angeles-angels,texas-rangers,-52.92%,112,-112,-109,-106,21,6,$100,$94.33962264150944,$0,$100,$94.33962264150944,$0,,,,,,
7-31-2012,new-york-mets,san-francisco-giants,-54.02%,117,-117,143,-166,26,49,$100,$143.0,$0,,,,,,,,,
7-31-2012,tampa-bay-rays,oakland-athletics,-53.35%,114,-114,102,-120,12,6,,,,,,,,,,,,
7-31-2012,philadelphia-phillies,washington-nationals,-58.01%,138,-138,125,-144,13,6,,,,,,,,,,,,
7-31-2012,toronto-blue-jays,seattle-mariners,-54.13%,118,-118,104,-121,14,3,,,,,,,,,,,,
,,,,,,,,,,$900,$-251.48062015503876,-27.942291128337644%,$400,$-5.480620155038764,-1.370155038759691%,$200,$17.0,8.5%,$100,$-100,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
8-1-2012,arizona-diamondbacks,los-angeles-dodgers,-53.05%,113,-113,100,-114,13,1,,,,,,,,,,,,
8-1-2012,miami-marlins,atlanta-braves,-59.95%,150,-150,167,-192,17,42,$100,$167.0,$267.0,,,,,,,,,
8-1-2012,baltimore-orioles,new-york-yankees,-55.95%,127,-127,165,-192,38,65,$100,$165.0,$0,,,,,,,,,
8-1-2012,detroit-tigers,boston-red-sox,-52.3%,110,-110,-108,-107,18,3,$100,$93.45794392523364,$0,$100,$93.45794392523364,$0,,,,,,
8-1-2012,pittsburgh-pirates,chicago-cubs,57.17%,-133,133,-126,108,7,25,$100,$79.36507936507937,$179.36507936507937,$100,$79.36507936507937,$179.36507936507937,,,,,,
8-1-2012,chicago-white-sox,minnesota-twins,58.4%,-140,140,-121,104,19,36,$100,$82.64462809917356,$182.64462809917356,$100,$82.64462809917356,$182.64462809917356,,,,,,
8-1-2012,san-diego-padres,cincinnati-reds,-58.72%,142,-142,150,-175,8,33,$100,$150.0,$0,,,,,,,,,
8-1-2012,cleveland-indians,kansas-city-royals,50.98%,-104,104,-116,100,12,4,,,,,,,,,,,,
8-1-2012,houston-astros,milwaukee-brewers,-60.09%,151,-151,216,-256,65,105,$100,$216.0,$0,,,,,,,$100,$216.0,$0
8-1-2012,los-angeles-angels,texas-rangers,50.0%,-100,100,154,-175,54,75,$100,$154.0,$0,$100,$154.0,$0,$100,$154.0,$0,$100,$154.0,$0
8-1-2012,new-york-mets,san-francisco-giants,-54.72%,121,-121,152,-178,31,57,$100,$152.0,$252.0,,,,,,,,,
8-1-2012,tampa-bay-rays,oakland-athletics,-52.28%,110,-110,104,-120,6,10,,,,,,,,,,,,
8-1-2012,philadelphia-phillies,washington-nationals,-57.3%,134,-134,112,-128,22,6,$100,$78.125,$0,$100,$78.125,$0,,,,,,
8-1-2012,toronto-blue-jays,seattle-mariners,-54.29%,119,-119,-117,100,36,19,$100,$100.0,$200.0,$100,$100.0,$200.0,$100,$100.0,$200.0,,,
,,,,,,,,,,$1100,$-18.990292535746903,-1.726390230522446%,$600,$-37.99029253574713,-6.331715422624522%,$200,$0.0,0.0%,$200,$-200,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
8-2-2012,miami-marlins,atlanta-braves,-58.62%,142,-142,156,-181,14,39,$100,$156.0,$0,,,,,,,,,
8-2-2012,minnesota-twins,boston-red-sox,-56.75%,131,-131,172,-200,41,69,$100,$172.0,$272.0,,,,,,,,,
8-2-2012,san-diego-padres,cincinnati-reds,-59.25%,145,-145,177,-208,32,63,$100,$177.0,$0,,,,,,,,,
8-2-2012,cleveland-indians,kansas-city-royals,50.74%,-103,103,119,-136,22,39,$100,$119.0,$0,$100,$119.0,$0,$100,$119.0,$0,,,
8-2-2012,los-angeles-angels,texas-rangers,-52.92%,112,-112,102,-120,10,8,,,,,,,,,,,,
8-2-2012,new-york-mets,san-francisco-giants,-54.02%,117,-117,117,-133,0,16,,,,,,,,,,,,
8-2-2012,toronto-blue-jays,oakland-athletics,-54.34%,119,-119,118,-135,1,16,,,,,,,,,,,,
8-2-2012,philadelphia-phillies,washington-nationals,-57.01%,133,-133,-105,-111,38,22,$100,$90.09009009009009,$190.0900900900901,$100,$90.09009009009009,$190.0900900900901,,,,,,
,,,,,,,,,,$500,$-37.90990990990991,-7.581981981981984%,$200,$-9.909909909909913,-4.954954954954957%,$100,$-100,-100.0%,$0,$0,0%
,,,,,,,,,,,,,,,,,,,,,,,,
8-3-2012,arizona-diamondbacks,philadelphia-phillies,54.1%,-118,118,-135,118,17,0,,,,,,,,,,,,
8-3-2012,houston-astros,atlanta-braves,-61.93%,163,-163,238,-285,75,122,$100,$238.0,$0,,,,,,,$100,$238.0,$0
8-3-2012,baltimore-orioles,tampa-bay-rays,-50.82%,103,-103,150,-175,47,72,$100,$150.0,$0,,,,,,,$100,$150.0,$0
8-3-2012,minnesota-twins,boston-red-sox,-56.25%,129,-129,158,-181,29,52,$100,$158.0,$258.0,,,,,,,,,
8-3-2012,chicago-cubs,los-angeles-dodgers,-58.43%,141,-141,141,-163,0,22,,,,,,,,,,,,
8-3-2012,los-angeles-angels,chicago-white-sox,-56.23%,128,-128,-149,127,77,55,$100,$127.0,$227.0,$100,$127.0,$227.0,$100,$127.0,$227.0,$100,$127.0,$227.0
8-3-2012,pittsburgh-pirates,cincinnati-reds,-54.76%,121,-121,122,-140,1,19,$100,$122.0,$0,,,,,,,,,
8-3-2012,cleveland-indians,detroit-tigers,-59.38%,146,-146,140,-161,6,15,,,,,,,,,,,,
8-3-2012,san-francisco-giants,colorado-rockies,58.12%,-139,139,-153,133,14,6,,,,,,,,,,,,
8-3-2012,texas-rangers,kansas-city-royals,58.28%,-140,140,-181,158,41,18,$100,$158.0,$0,,,,,,,,,
8-3-2012,miami-marlins,washington-nationals,-58.85%,143,-143,143,-166,0,23,,,,,,,,,,,,
8-3-2012,new-york-mets,san-diego-padres,54.79%,-121,121,-136,119,15,2,,,,,,,,,,,,
8-3-2012,seattle-mariners,new-york-yankees,-56.33%,129,-129,220,-263,91,134,$100,$220.00000000000003,$0,,,,,,,$100,$220.00000000000003,$0
8-3-2012,toronto-blue-jays,oakland-athletics,-55.75%,126,-126,149,-172,23,46,$100,$149.0,$0,,,,,,,,,
,,,,,,,,,,$800,$-315.0,-39.375%,$100,$127.0,127.0%,$100,$127.0,127.0%,$400,$-173.0,-43.25%
,,,,,,,,,,,,,,,,,,,,,,,,
8-4-2012,arizona-diamondbacks,philadelphia-phillies,54.5%,-120,120,122,-140,42,60,$100,$122.0,$0,$100,$122.0,$0,$100,$122.0,$0,,,
8-4-2012,houston-astros,atlanta-braves,-64.46%,181,-181,187,-217,6,36,$100,$187.0,$287.0,,,,,,,,,
8-4-2012,baltimore-orioles,tampa-bay-rays,-54.66%,121,-121,121,-138,0,17,,,,,,,,,,,,
8-4-2012,minnesota-twins,boston-red-sox,-55.9%,127,-127,169,-196,42,69,$100,$169.0,$269.0,,,,,,,,,
8-4-2012,chicago-cubs,los-angeles-dodgers,-59.02%,144,-144,262,-322,118,178,$100,$262.0,$0,,,,,,,$100,$262.0,$0
8-4-2012,los-angeles-angels,chicago-white-sox,-57.12%,133,-133,102,-119,31,14,$100,$84.03361344537815,$0,$100,$84.03361344537815,$0,,,,,,
8-4-2012,pittsburgh-pirates,cincinnati-reds,-55.45%,124,-124,112,-128,12,4,,,,,,,,,,,,
8-4-2012,cleveland-indians,detroit-tigers,-61.33%,159,-159,175,-204,16,45,$100,$175.0,$0,,,,,,,,,
8-4-2012,san-francisco-giants,colorado-rockies,58.93%,-143,143,-158,136,15,7,,,,,,,,,,,,
8-4-2012,texas-rangers,kansas-city-royals,58.53%,-141,141,-166,145,25,4,$100,$145.0,$0,,,,,,,,,
8-4-2012,miami-marlins,washington-nationals,-59.13%,145,-145,160,-185,15,40,$100,$160.0,$0,,,,,,,,,
8-4-2012,new-york-mets,san-diego-padres,54.4%,-119,119,120,-138,39,57,$100,$120.0,$220.0,$100,$120.0,$220.0,$100,$120.0,$220.0,,,
8-4-2012,seattle-mariners,new-york-yankees,-56.67%,131,-131,133,-153,2,22,$100,$133.0,$233.0,,,,,,,,,
8-4-2012,toronto-blue-jays,oakland-athletics,-57.27%,134,-134,146,-169,12,35,$100,$146.0,$246.0,,,,,,,,,
,,,,,,,,,,$1100,$155.0,14.09090909090909%,$300,$-80.0,-26.666666666666668%,$200,$20.0,10.0%,$100,$-100,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
8-5-2012,arizona-diamondbacks,philadelphia-phillies,53.94%,-117,117,129,-149,46,66,$100,$129.0,$0,$100,$129.0,$0,$100,$129.0,$0,$100,$129.0,$0
8-5-2012,houston-astros,atlanta-braves,-62.8%,169,-169,204,-243,35,74,$100,$204.0,$0,,,,,,,,,
8-5-2012,baltimore-orioles,tampa-bay-rays,-50.66%,103,-103,125,-142,22,39,$100,$125.0,$225.0,,,,,,,,,
8-5-2012,minnesota-twins,boston-red-sox,-55.58%,125,-125,175,-208,50,83,$100,$175.0,$0,,,,,,,$100,$175.0,$0
8-5-2012,chicago-cubs,los-angeles-dodgers,-59.38%,146,-146,164,-185,18,39,$100,$164.0,$0,,,,,,,,,
8-5-2012,los-angeles-angels,chicago-white-sox,-55.01%,122,-122,-112,-104,34,18,$100,$96.15384615384615,$196.15384615384613,$100,$96.15384615384615,$196.15384615384613,,,,,,
8-5-2012,pittsburgh-pirates,cincinnati-reds,-55.9%,127,-127,-101,-116,28,11,$100,$86.20689655172414,$0,$100,$86.20689655172414,$0,,,,,,
8-5-2012,cleveland-indians,detroit-tigers,-61.63%,161,-161,187,-217,26,56,$100,$187.0,$0,,,,,,,,,
8-5-2012,san-francisco-giants,colorado-rockies,59.79%,-149,149,-114,-102,35,51,$100,$87.71929824561404,$187.71929824561403,$100,$87.71929824561404,$187.71929824561403,,,,,,
8-5-2012,texas-rangers,kansas-city-royals,58.79%,-143,143,-142,123,1,20,$100,$70.42253521126761,$0,$100,$70.42253521126761,$0,,,,,,
8-5-2012,miami-marlins,washington-nationals,-59.39%,146,-146,200,-238,54,92,$100,$200.0,$0,,,,,,,$100,$200.0,$0
8-5-2012,new-york-mets,san-diego-padres,54.91%,-122,122,-138,122,16,0,,,,,,,,,,,,
8-5-2012,seattle-mariners,new-york-yankees,-56.33%,129,-129,164,-188,35,59,$100,$164.0,$0,,,,,,,,,
8-5-2012,toronto-blue-jays,oakland-athletics,-54.83%,121,-121,150,-172,29,51,$100,$150.0,$250.0,,,,,,,,,
,,,,,,,,,,$1300,$-441.1268556005398,-33.93283504619537%,$500,$-116.12685560053984,-23.22537112010797%,$100,$-100,-100.0%,$300,$-300,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
8-6-2012,arizona-diamondbacks,pittsburgh-pirates,-55.47%,125,-125,-114,-102,39,23,$100,$98.0392156862745,$198.0392156862745,$100,$98.0392156862745,$198.0392156862745,,,,,,
8-6-2012,atlanta-braves,philadelphia-phillies,56.4%,-129,129,-119,102,10,27,$100,$84.03361344537815,$184.03361344537814,$100,$84.03361344537815,$184.03361344537814,,,,,,
8-6-2012,seattle-mariners,baltimore-orioles,-50.27%,101,-101,117,-135,16,34,$100,$117.0,$0,,,,,,,,,
8-6-2012,texas-rangers,boston-red-sox,54.6%,-120,120,-142,124,22,4,$100,$124.0,$224.0,,,,,,,,,
8-6-2012,chicago-cubs,san-diego-padres,-57.48%,135,-135,118,-136,17,1,,,,,,,,,,,,
